,Year,Taxon,Importer,Exporter,Origin,Term,Unit,Quantity,Region,Number,Purpose
1063,2022,Manis spp.,US,CN,XX,medicine,Number of specimens,180.0,Asian,180.0,medicine
1064,2022,Manis spp.,US,GH,,meat,g,1200.0,African,1.0,consumption
1065,2022,Manis spp.,US,GH,,meat,kg,7.0,African,3.0,consumption
1066,2022,Manis spp.,US,GQ,,meat,kg,7.0,African,3.0,consumption
1067,2022,Manis spp.,US,LA,XX,scales,Number of specimens,20.0,Asian,20.0,skins
1068,2022,Manis spp.,US,LR,,meat,kg,1.0,African,1.0,consumption
1069,2022,Manis gigantea,CZ,CG,,specimens,,5.0,African,5.0,whole
1070,2022,Manis gigantea,ES,CM,,specimens,,3.0,African,3.0,whole
1071,2022,Manis gigantea,FR,GA,,specimens,Number of specimens,163.0,African,163.0,whole
1072,2022,Manis gigantea,US,CF,,scales,Number of specimens,1.0,African,1.0,skins
1073,2022,Manis gigantea,US,CF,,specimens,Number of specimens,2.0,African,2.0,whole
1074,2022,Manis gigantea,US,CM,,specimens,,30.0,African,30.0,whole
1075,2022,Manis javanica,GB,TH,,specimens,g,28.0,Asian,1.0,whole
1076,2022,Manis javanica,GB,TH,,specimens,ml,67.4,Asian,1.0,whole
1077,2022,Manis javanica,HK,MY,,specimens,ml,73.0,Asian,1.0,whole
1078,2022,Manis pentadactyla,CZ,TW,,live,,2.0,Asian,2.0,whole
1079,2022,Manis temminckii,XX,JP,ZM,specimens,ml,2.0,African,1.0,whole
1080,2022,Manis tetradactyla,CZ,CG,,specimens,,12.0,African,12.0,whole
1081,2022,Manis tetradactyla,ES,CM,,specimens,,9.0,African,9.0,whole
1082,2022,Manis tetradactyla,US,CF,,specimens,Number of specimens,20.0,African,20.0,whole
1083,2022,Manis tetradactyla,US,NG,,scales,,4.0,African,8.0,skins
1084,2022,Manis tricuspis,CZ,CG,,specimens,,67.0,African,67.0,whole
1085,2022,Manis tricuspis,US,CF,,specimens,Number of specimens,57.0,African,57.0,whole
1086,2022,Manis tricuspis,US,CM,,scales,Number of specimens,384.0,African,384.0,skins
1087,2022,Manis tricuspis,US,HK,XX,specimens,Number of specimens,494.0,African,494.0,whole
1088,2022,Manis tricuspis,US,NG,,scales,Number of specimens,44.0,African,44.0,skins
1089,2022,Manis tricuspis,US,NG,,specimens,,4.0,African,4.0,whole
1090,2022,Manis tricuspis,XX,JP,ZM,specimens,ml,2.0,African,1.0,whole
1091,2023,Manis temminckii,US,MZ,,scales,,56.0,African,24.0,skins
1092,2023,Manis temminckii,US,MZ,,specimens,,18.0,African,18.0,whole
